Date,Open,High,Low,Close,Adj Close,Volume
2018-01-11,13106.599609,13210.769531,13106.599609,13210.769531,13210.769531,3641320000
2018-01-12,13240.959961,13299.190430,13237.549805,13294.320313,13294.320313,3573970000
2018-01-16,13343.820313,13371.969727,13215.259766,13246.860352,13246.860352,4325970000
2018-01-17,13282.480469,13376.799805,13255.379883,13352.389648,13352.389648,3778050000
2018-01-18,13341.759766,13353.139648,13299.929688,13315.910156,13315.910156,3681470000
2018-01-19,13342.959961,13384.459961,13331.700195,13384.459961,13384.459961,3609430000
2018-01-22,13388.320313,13470.400391,13381.330078,13470.370117,13470.370117,3471780000
2018-01-23,13461.870117,13482.419922,13434.940430,13474.110352,13474.110352,3519650000
2018-01-24,13520.070313,13556.379883,13452.750000,13507.660156,13507.660156,4014070000
2018-01-25,13548.870117,13555.509766,13479.570313,13512.660156,13512.660156,3835150000
2018-01-26,13547.280273,13637.019531,13539.200195,13637.019531,13637.019531,3443230000
2018-01-29,13592.799805,13605.910156,13520.679688,13524.650391,13524.650391,3573830000
2018-01-30,13441.240234,13458.540039,13369.419922,13375.509766,13375.509766,3990650000
2018-01-31,13416.830078,13443.250000,13320.370117,13367.959961,13367.959961,4261280000
2018-02-01,13338.990234,13414.780273,13324.320313,13381.969727,13381.969727,3938450000
2018-02-02,13294.349609,13294.349609,13075.879883,13085.349609,13085.349609,4301130000
2018-02-05,12974.190430,13050.160156,12518.209961,12572.929688,12572.929688,5283460000
2018-02-06,12386.839844,12779.150391,12337.759766,12745.450195,12745.450195,5891660000
2018-02-07,12696.950195,12866.580078,12685.429688,12687.179688,12687.179688,4626570000
2018-02-08,12701.879883,12701.879883,12270.650391,12270.650391,12270.650391,5305440000
2018-02-09,12364.309570,12484.610352,12048.660156,12405.820313,12405.820313,5680070000
2018-02-12,12496.349609,12627.410156,12416.910156,12560.120117,12560.120117,4055790000
2018-02-13,12512.299805,12599.719727,12481.980469,12574.370117,12574.370117,3472870000
2018-02-14,12515.490234,12761.429688,12504.240234,12746.719727,12746.719727,4003740000
2018-02-15,12817.179688,12857.719727,12695.240234,12856.870117,12856.870117,3684910000
2018-02-16,12826.900391,12961.120117,12826.900391,12874.360352,12874.360352,3637460000
2018-02-20,12817.139648,12855.719727,12730.009766,12763.339844,12763.339844,3627610000
2018-02-21,12777.360352,12896.929688,12695.309570,12695.530273,12695.530273,3779400000
2018-02-22,12732.820313,12828.000000,12687.240234,12711.750000,12711.750000,3701270000
2018-02-23,12766.129883,12885.129883,12755.339844,12884.110352,12884.110352,3189190000
2018-02-26,12922.160156,13005.509766,12881.980469,12999.620117,12999.620117,3424650000
2018-02-27,12986.940430,13018.150391,12819.219727,12819.219727,12819.219727,3745080000
2018-02-28,12852.110352,12873.849609,12650.809570,12652.549805,12652.549805,4230660000
2018-03-01,12644.429688,12716.450195,12435.870117,12518.730469,12518.730469,4503970000
2018-03-02,12444.650391,12576.559570,12391.209961,12557.990234,12557.990234,3882450000
2018-03-05,12498.450195,12710.570313,12482.780273,12680.730469,12680.730469,3710810000
2018-03-06,12722.309570,12735.440430,12648.250000,12720.769531,12720.769531,3370690000
2018-03-07,12634.040039,12724.839844,12603.500000,12707.009766,12707.009766,3393270000
2018-03-08,12725.160156,12754.320313,12672.360352,12745.009766,12745.009766,3212320000
2018-03-09,12802.139648,12918.820313,12782.929688,12918.820313,12918.820313,3364100000
2018-03-12,12930.429688,12963.419922,12881.169922,12898.400391,12898.400391,3185020000
2018-03-13,12938.500000,12963.089844,12809.070313,12831.750000,12831.750000,3301650000
2018-03-14,12874.519531,12892.900391,12743.900391,12762.669922,12762.669922,3391360000
2018-03-15,12788.160156,12813.599609,12722.929688,12743.610352,12743.610352,3500330000
2018-03-16,12752.690430,12821.860352,12752.690430,12784.389648,12784.389648,5372340000
2018-03-19,12755.549805,12755.549805,12580.070313,12651.459961,12651.459961,3282130000
2018-03-20,12663.250000,12692.530273,12643.589844,12663.639648,12663.639648,3261030000
2018-03-21,12663.660156,12776.330078,12654.719727,12683.759766,12683.759766,3415510000
2018-03-22,12574.160156,12597.099609,12369.730469,12377.389648,12377.389648,3739800000
2018-03-23,12413.610352,12449.030273,12166.540039,12177.700195,12177.700195,3815080000
2018-03-26,12327.059570,12444.400391,12241.480469,12433.150391,12433.150391,3511100000
2018-03-27,12466.389648,12517.259766,12246.410156,12302.540039,12302.540039,3706350000
2018-03-28,12325.290039,12399.230469,12271.030273,12308.900391,12308.900391,3864500000
2018-03-29,12356.190430,12512.000000,12356.080078,12452.059570,12452.059570,3565990000
2018-04-02,12432.889648,12441.849609,12107.719727,12216.709961,12216.709961,3598520000
2018-04-03,12274.259766,12380.250000,12220.209961,12367.070313,12367.070313,3392810000
2018-04-04,12218.910156,12482.709961,12193.849609,12466.450195,12466.450195,3350340000
2018-04-05,12512.419922,12605.080078,12509.910156,12571.940430,12571.940430,3178970000
2018-04-06,12511.599609,12552.469727,12263.929688,12349.110352,12349.110352,3299700000
2018-04-09,12412.940430,12532.849609,12374.919922,12380.549805,12380.549805,3062960000
2018-04-10,12380.559570,12601.250000,12380.559570,12565.969727,12565.969727,3543930000
2018-04-11,12509.389648,12580.980469,12501.280273,12514.589844,12514.589844,3020760000
2018-04-12,12558.980469,12623.709961,12552.719727,12580.219727,12580.219727,3021320000
2018-04-13,12580.219727,12640.879883,12503.669922,12546.049805,12546.049805,2960910000
2018-04-16,12601.400391,12660.110352,12573.040039,12628.209961,12628.209961,3019700000
2018-04-17,12680.389648,12733.679688,12665.490234,12705.759766,12705.759766,3234360000
2018-04-18,12737.129883,12774.370117,12722.099609,12732.849609,12732.849609,3383410000
2018-04-19,12714.610352,12716.950195,12622.019531,12671.480469,12671.480469,3349370000
2018-04-20,12670.919922,12680.870117,12571.209961,12607.160156,12607.160156,3388590000
2018-04-23,12618.070313,12640.160156,12567.219727,12610.769531,12610.769531,3017480000
2018-04-24,12659.929688,12675.929688,12442.929688,12514.000000,12514.000000,3706740000
2018-04-25,12491.429688,12539.589844,12408.780273,12517.860352,12517.860352,3499440000
2018-04-26,12539.650391,12621.160156,12521.849609,12582.900391,12582.900391,3665720000
2018-04-27,12567.669922,12614.889648,12552.969727,12594.019531,12594.019531,3219030000
2018-04-30,12615.349609,12641.929688,12515.360352,12515.360352,12515.360352,3734530000
2018-05-01,12490.240234,12493.070313,12388.950195,12493.019531,12493.019531,3559850000
2018-05-02,12486.110352,12521.650391,12402.280273,12418.059570,12418.059570,4010770000
2018-05-03,12395.469727,12419.700195,12255.849609,12392.500000,12392.500000,3851470000
2018-05-04,12335.410156,12527.929688,12310.900391,12493.349609,12493.349609,3327220000
2018-05-07,12493.349609,12567.700195,12492.839844,12519.750000,12519.750000,3237960000
2018-05-08,12498.160156,12522.349609,12458.250000,12520.240234,12520.240234,3717570000
2018-05-09,12565.230469,12652.110352,12555.179688,12632.490234,12632.490234,3909500000
2018-05-10,12660.230469,12748.570313,12653.809570,12731.639648,12731.639648,3333050000
2018-05-11,12748.910156,12788.750000,12730.589844,12761.820313,12761.820313,2862700000
2018-05-14,12791.889648,12821.540039,12755.459961,12772.030273,12772.030273,2972660000
2018-05-15,12711.879883,12727.290039,12668.750000,12704.629883,12704.629883,3290680000
2018-05-16,12710.629883,12764.549805,12706.740234,12743.799805,12743.799805,3202670000
2018-05-17,12741.540039,12787.120117,12714.110352,12747.830078,12747.830078,3475400000
2018-05-18,12735.110352,12740.269531,12700.530273,12717.419922,12717.419922,3368690000
2018-05-21,12771.570313,12814.700195,12771.570313,12804.009766,12804.009766,3019890000
2018-05-22,12832.169922,12853.330078,12760.089844,12766.650391,12766.650391,3366310000
2018-05-23,12701.580078,12743.419922,12670.070313,12743.400391,12743.400391,3326290000
2018-05-24,12715.299805,12723.089844,12625.690430,12696.690430,12696.690430,3256030000
2018-05-25,12646.580078,12652.290039,12606.860352,12634.940430,12634.940430,2995260000
2018-05-29,12516.549805,12543.690430,12391.150391,12442.690430,12442.690430,3736890000
2018-05-30,12514.330078,12647.919922,12514.330078,12625.870117,12625.870117,3561050000
2018-05-31,12606.240234,12606.240234,12499.690430,12527.139648,12527.139648,4235370000
2018-06-01,12596.679688,12635.110352,12595.910156,12620.830078,12620.830078,3684130000
2018-06-04,12620.830078,12705.049805,12620.830078,12673.910156,12673.910156,3376510000
2018-06-05,12673.910156,12677.950195,12623.419922,12658.700195,12658.700195,3517790000
2018-06-06,12696.530273,12778.519531,12681.610352,12778.230469,12778.230469,3651640000
2018-06-07,12797.929688,12826.889648,12750.459961,12788.500000,12788.500000,3711330000
2018-06-08,12778.219727,12833.570313,12759.450195,12832.070313,12832.070313,3123210000
2018-06-11,12845.080078,12888.980469,12842.799805,12856.959961,12856.959961,3232330000
2018-06-12,12861.660156,12877.230469,12822.929688,12844.709961,12844.709961,3401010000
2018-06-13,12856.150391,12859.009766,12784.309570,12785.450195,12785.450195,3779230000
2018-06-14,12812.129883,12823.809570,12761.509766,12771.950195,12771.950195,3526890000
2018-06-15,12727.389648,12746.570313,12659.969727,12734.639648,12734.639648,5428790000
2018-06-18,12660.669922,12711.679688,12639.250000,12708.629883,12708.629883,3287150000
2018-06-19,12708.629883,12708.629883,12569.950195,12638.980469,12638.980469,3661470000
2018-06-20,12676.370117,12684.660156,12634.450195,12648.740234,12648.740234,3327600000
2018-06-21,12620.400391,12622.540039,12539.830078,12560.230469,12560.230469,3300060000
2018-06-22,12653.339844,12677.700195,12634.730469,12639.570313,12639.570313,5450550000
2018-06-25,12584.950195,12584.950195,12424.030273,12481.599609,12481.599609,3655080000
2018-06-26,12501.339844,12544.780273,12466.120117,12510.549805,12510.549805,0
2018-06-27,12528.440430,12594.459961,12412.009766,12412.070313,12412.070313,3776090000
2018-06-28,12412.190430,12503.700195,12377.040039,12475.980469,12475.980469,3428140000
2018-06-29,12537.190430,12607.389648,12504.250000,12504.250000,12504.250000,3565620000
2018-07-02,12430.700195,12486.540039,12400.540039,12485.580078,12485.580078,3073650000
2018-07-03,12542.330078,12576.820313,12484.599609,12494.700195,12494.700195,1911470000
2018-07-05,12553.780273,12587.919922,12512.500000,12585.209961,12585.209961,2953420000
2018-07-06,12578.860352,12684.349609,12561.959961,12664.879883,12664.879883,2554780000
2018-07-09,12712.330078,12779.769531,12712.330078,12776.919922,12776.919922,3050040000
2018-07-10,12795.459961,12820.080078,12782.769531,12814.639648,12814.639648,3063850000
2018-07-11,12737.969727,12756.040039,12665.599609,12681.589844,12681.589844,2964740000
2018-07-12,12746.719727,12771.980469,12709.280273,12761.459961,12761.459961,2821690000
2018-07-13,12744.799805,12783.240234,12727.759766,12769.500000,12769.500000,2614000000
2018-07-16,12758.519531,12766.179688,12717.070313,12748.780273,12748.780273,2812230000
2018-07-17,12731.480469,12797.580078,12725.990234,12779.219727,12779.219727,3050730000
2018-07-18,12786.259766,12825.690430,12770.320313,12823.230469,12823.230469,3089780000
2018-07-19,12786.370117,12815.000000,12751.799805,12786.480469,12786.480469,3266700000
2018-07-20,12778.219727,12807.980469,12770.190430,12789.910156,12789.910156,3230210000
2018-07-23,12788.500000,12803.169922,12765.580078,12794.049805,12794.049805,2907430000
2018-07-24,12836.629883,12883.049805,12814.040039,12847.490234,12847.490234,3417530000
2018-07-25,12836.360352,12940.269531,12820.570313,12933.629883,12933.629883,3553010000
2018-07-26,12929.790039,12985.570313,12929.790039,12953.389648,12953.389648,3653330000
2018-07-27,12967.379883,12978.820313,12886.589844,12921.339844,12921.339844,3415710000
2018-07-30,12936.780273,12961.900391,12895.620117,12903.429688,12903.429688,3245770000
2018-07-31,12903.429688,12989.459961,12903.429688,12963.280273,12963.280273,3892100000
2018-08-01,12949.849609,12961.690430,12879.469727,12902.389648,12902.389648,3496990000
2018-08-02,12818.589844,12904.750000,12803.900391,12898.070313,12898.070313,3467380000
2018-08-03,12893.919922,12955.769531,12893.299805,12953.339844,12953.339844,3030390000
2018-08-06,12939.769531,12985.480469,12918.809570,12964.269531,12964.269531,2874540000
2018-08-07,13011.299805,13039.559570,12997.280273,12999.589844,12999.589844,3162770000
2018-08-08,12995.919922,13007.650391,12966.820313,12987.910156,12987.910156,2972200000
2018-08-09,12983.250000,13001.669922,12949.910156,12956.660156,12956.660156,3047050000
2018-08-10,12868.099609,12878.030273,12818.009766,12843.490234,12843.490234,3256040000
2018-08-13,12836.650391,12853.169922,12746.009766,12763.660156,12763.660156,3158450000
2018-08-14,12791.950195,12849.490234,12791.950195,12835.309570,12835.309570,2976970000
2018-08-15,12752.500000,12752.500000,12648.320313,12723.089844,12723.089844,3645070000
2018-08-16,12784.759766,12875.410156,12784.759766,12841.280273,12841.280273,3219880000
2018-08-17,12839.719727,12928.179688,12834.110352,12908.259766,12908.259766,3024100000
2018-08-20,12930.150391,12973.559570,12929.429688,12965.099609,12965.099609,2748020000
2018-08-21,12998.040039,13032.250000,12993.950195,12996.759766,12996.759766,3147140000
2018-08-22,13007.570313,13013.059570,12983.019531,12990.509766,12990.509766,2689560000
2018-08-23,12978.589844,12988.209961,12922.839844,12933.459961,12933.459961,2713910000
2018-08-24,12968.820313,13011.690430,12964.299805,12999.440430,12999.440430,2596190000
2018-08-27,13043.429688,13110.700195,13043.429688,13102.030273,13102.030273,2854080000
2018-08-28,13125.339844,13130.490234,13075.139648,13084.799805,13084.799805,2683190000
2018-08-29,13098.849609,13148.419922,13074.820313,13132.160156,13132.160156,2791860000
2018-08-30,13094.780273,13094.780273,13019.440430,13039.929688,13039.929688,2802180000
2018-08-31,13007.370117,13037.089844,12965.480469,13016.889648,13016.889648,2880260000
2018-09-04,12976.049805,12984.200195,12928.290039,12969.860352,12969.860352,3077060000
2018-09-05,12944.049805,12977.099609,12908.009766,12968.549805,12968.549805,3241250000
2018-09-06,12960.209961,12993.160156,12900.820313,12938.910156,12938.910156,3139590000
2018-09-07,12898.389648,12939.919922,12875.629883,12911.120117,12911.120117,2946270000
2018-09-10,12952.089844,12994.839844,12928.120117,12928.669922,12928.669922,2731400000
2018-09-11,12896.769531,12968.900391,12873.379883,12952.299805,12952.299805,2899660000
2018-09-12,12952.309570,13017.469727,12952.309570,12990.099609,12990.099609,3264930000
2018-09-13,13022.629883,13055.339844,13000.719727,13034.610352,13034.610352,3254930000
2018-09-14,13042.379883,13064.879883,13014.490234,13050.519531,13050.519531,3149800000
2018-09-17,13059.230469,13073.959961,13020.580078,13031.910156,13031.910156,2947760000
2018-09-18,13044.929688,13112.379883,13038.660156,13091.980469,13091.980469,3074610000
2018-09-19,13105.129883,13155.169922,13103.599609,13121.969727,13121.969727,3280020000
2018-09-20,13183.660156,13238.740234,13173.709961,13225.110352,13225.110352,3337730000
2018-09-21,13243.419922,13261.769531,13228.740234,13236.440430,13236.440430,5607610000
2018-09-24,13235.209961,13237.809570,13148.669922,13162.049805,13162.049805,3372210000
2018-09-25,13203.900391,13215.259766,13154.559570,13160.599609,13160.599609,3285480000
2018-09-26,13164.820313,13203.980469,13093.089844,13101.959961,13101.959961,3388620000
2018-09-27,13111.990234,13164.679688,13097.089844,13105.719727,13105.719727,3060850000
2018-09-28,13071.400391,13121.349609,13065.929688,13082.519531,13082.519531,3432300000
2018-10-01,13146.299805,13169.799805,13099.940430,13125.349609,13125.349609,3364190000
2018-10-02,13108.740234,13129.019531,13069.150391,13106.009766,13106.009766,3401880000
2018-10-03,13146.679688,13175.610352,13101.139648,13118.549805,13118.549805,3598710000
2018-10-04,13089.230469,13099.370117,12975.870117,13042.299805,13042.299805,3496860000
2018-10-05,13043.469727,13069.129883,12935.650391,12991.950195,12991.950195,3328980000
2018-10-08,12955.690430,13014.919922,12913.360352,13000.139648,13000.139648,3330320000
2018-10-09,12970.179688,13008.519531,12926.160156,12960.450195,12960.450195,3520500000
2018-10-10,12952.120117,12952.709961,12620.280273,12622.129883,12622.129883,4501250000
2018-10-11,12574.589844,12625.919922,12299.049805,12349.530273,12349.530273,4890630000
2018-10-12,12485.240234,12501.559570,12304.839844,12439.419922,12439.419922,3966040000
2018-10-15,12437.740234,12519.120117,12408.700195,12425.679688,12425.679688,3300140000
2018-10-16,12425.679688,12653.889648,12425.679688,12645.950195,12645.950195,3428340000
2018-10-17,12612.179688,12646.459961,12507.929688,12613.049805,12613.049805,3321710000
2018-10-18,12570.660156,12601.790039,12397.250000,12445.480469,12445.480469,3616440000
2018-10-19,12469.700195,12558.610352,12434.919922,12457.269531,12457.269531,3566490000
2018-10-22,12474.150391,12489.799805,12354.040039,12374.759766,12374.759766,3307140000
2018-10-23,12234.990234,12343.459961,12108.440430,12287.440430,12287.440430,4348580000
2018-10-24,12274.379883,12290.240234,11957.129883,11969.740234,11969.740234,4709310000
2018-10-25,12023.500000,12187.849609,11993.200195,12118.849609,12118.849609,4634770000
2018-10-26,12006.759766,12082.509766,11847.790039,11976.950195,11976.950195,4803150000
2018-10-29,12084.490234,12178.879883,11820.330078,11942.509766,11942.509766,4673700000
2018-10-30,11961.599609,12139.200195,11952.709961,12129.940430,12129.940430,5106380000
2018-10-31,12198.650391,12306.040039,12198.650391,12208.059570,12208.059570,5112420000
2018-11-01,12208.059570,12363.320313,12208.059570,12356.500000,12356.500000,4708420000
2018-11-02,12410.730469,12449.940430,12230.320313,12321.799805,12321.799805,4237930000
2018-11-05,12381.690430,12450.129883,12368.190430,12424.309570,12424.309570,3623320000
2018-11-06,12413.349609,12482.759766,12413.349609,12480.059570,12480.059570,3510860000
2018-11-07,12582.570313,12682.059570,12536.120117,12679.099609,12679.099609,3914750000
2018-11-08,12644.580078,12675.570313,12580.299805,12622.040039,12622.040039,3630490000
2018-11-09,12566.330078,12569.250000,12474.879883,12537.530273,12537.530273,4019090000
2018-11-12,12521.160156,12523.009766,12330.799805,12343.509766,12343.509766,3670930000
2018-11-13,12365.259766,12446.240234,12301.269531,12328.299805,12328.299805,4091440000
2018-11-14,12398.929688,12435.650391,12202.419922,12275.490234,12275.490234,4402370000
2018-11-15,12194.690430,12379.129883,12147.669922,12361.519531,12361.519531,4179140000
2018-11-16,12329.429688,12433.719727,12308.610352,12400.280273,12400.280273,3975180000
2018-11-19,12388.110352,12407.820313,12234.240234,12280.910156,12280.910156,3772900000
2018-11-20,12150.200195,12161.320313,12016.080078,12048.660156,12048.660156,4357900000
2018-11-21,12110.719727,12202.629883,12110.719727,12123.339844,12123.339844,3233550000
2018-11-23,12034.679688,12087.169922,12016.759766,12036.240234,12036.240234,1651650000
2018-11-26,12111.195313,12199.576172,12111.195313,12181.599609,12181.599609,0
